Contact_ID,Start_Term_and_Year,Program_Desc,IPEDS_Ethnicities,IPEDS_Hispanic,Sex,Created_Date,Complete_Date,Admit_Date,Deposit_Date
000646,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,4/20/2020,5/6/2020,5/15/2020,7/31/2020
000647,Fall 2022,Real Estate Development - MS,Asian,Hispanic,Male,7/31/2018,2/14/2022,2/19/2022,2/20/2022
000648,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Female,10/5/2018,8/12/2019,8/12/2019,3/18/2019
000649,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Female,8/31/2020,9/22/2021,9/22/2021,
000650,Fall 2021,Management - MS,White/Caucasian,Hispanic,Female,5/10/2021,,,
000651,Fall 2020,Accounting - M.S.,Black/African American,Non-Hispanic,Female,9/9/2019,2/11/2020,2/14/2020,
000652,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Male,5/29/2019,,,
000653,Spring 2022,Technology Management - MS,Black/African American,Non-Hispanic,Male,1/31/2019,1/4/2022,1/7/2022,1/7/2022
000654,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,1/9/2021,3/15/2021,3/22/2021,
000655,Fall 2019,Management - MS,Black/African American,Non-Hispanic,Female,8/15/2018,7/24/2019,7/24/2019,8/8/2019
000656,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,7/30/2019,8/1/2019,8/3/2019,
000657,Fall 2022,Management - MS,Black/African American,Non-Hispanic,Female,11/30/2021,,,
000658,Fall 2021,Finance - MS,Asian,Non-Hispanic,Male,2/23/2021,,,
000659,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Male,10/25/2018,2/28/2020,2/28/2020,
000660,Fall 2020,Management - MS,White/Caucasian,Non-Hispanic,Female,11/23/2019,,,
000661,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,9/11/2019,,,
000662,Fall 2022,Business - PHD,Black/African American,Hispanic,Male,11/20/2021,2/16/2022,3/9/2022,
000663,Spring 2021,Technology Management - MS,White/Caucasian,Non-Hispanic,Male,7/15/2020,8/20/2020,9/18/2020,12/4/2020
000664,Fall 2022,Real Estate Development - MS,Prefer to not respond,Non-Hispanic,Female,1/13/2021,10/12/2021,10/23/2021,
000665,Fall 2022,Accounting - MS,Asian,Non-Hispanic,Female,4/9/2022,,,
000666,Fall 2022,Management - MS,White/Caucasian,Non-Hispanic,Female,3/25/2022,5/10/2022,5/20/2022,5/30/2022
000667,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Male,1/14/2019,,,
000668,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Female,6/7/2020,6/19/2020,7/3/2020,7/5/2020
000669,Fall 2019,Accounting - MS,White/Caucasian,Non-Hispanic,Male,5/21/2019,,,
000670,Fall 2021,Real Estate Development - MS,Asian,Non-Hispanic,Female,3/8/2021,,,
000671,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Female,4/17/2019,5/6/2019,6/5/2019,7/15/2019
000672,Spring 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Female,12/23/2019,12/4/2020,12/4/2020,
000673,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,3/31/2021,,,
000674,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,2/6/2019,5/21/2019,6/4/2019,6/17/2019
000675,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Male,1/4/2020,9/21/2020,9/21/2020,
000676,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Male,10/5/2018,3/18/2019,,
000677,Fall 2022,Management - MS,White/Caucasian,Hispanic,Male,7/8/2021,10/27/2021,11/19/2021,4/21/2022
000678,Fall 2022,Finance - MS,Black/African American,Non-Hispanic,Male,3/9/2021,6/28/2022,7/7/2022,
000679,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Female,5/14/2021,12/15/2021,12/23/2021,1/2/2022
000680,Fall 2022,Business Administration - MBA,Black/African American,Non-Hispanic,Male,6/26/2022,7/1/2022,7/8/2022,7/9/2022
000681,Fall 2021,Finance - MS,White/Caucasian,Non-Hispanic,Male,1/28/2020,,,
000682,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,11/6/2019,2/11/2020,2/13/2020,3/2/2020
000683,Fall 2021,Accounting - MS,Asian,Non-Hispanic,Male,2/27/2021,,,
000684,Fall 2019,Accounting - MS,Prefer to not respond,Non-Hispanic,Male,5/12/2019,,,
000685,Fall 2020,Accounting - M.S.,Asian,Non-Hispanic,Male,11/13/2019,1/13/2020,2/12/2020,2/17/2020
000686,Fall 2021,Management - MS,Not Reported,Non-Hispanic,Female,3/6/2021,,,
000687,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,3/17/2020,,,
000688,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Female,7/1/2019,7/8/2019,7/11/2019,7/15/2019
000689,Fall 2022,Management - MS,Black/African American,Non-Hispanic,Male,12/28/2021,,,
000690,Fall 2019,Management - MS,Black/African American,Non-Hispanic,Female,12/10/2018,,,
000691,Fall 2022,Management - MS,Asian,Non-Hispanic,Female,12/13/2021,1/3/2022,1/14/2022,
000692,Fall 2019,Accounting - MS,White/Caucasian,Non-Hispanic,Male,3/31/2019,,,
000693,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Female,10/15/2018,8/12/2019,8/12/2019,
000694,Fall 2020,Accounting - M.S.,Black/African American,Non-Hispanic,Male,3/8/2020,,,
000695,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Female,10/17/2020,11/12/2020,11/3/2021,12/13/2020
000696,Fall 2020,Management - MS,Black/African American,Non-Hispanic,Female,12/10/2019,1/10/2020,,
000697,Fall 2021,Management - MS,Asian,Non-Hispanic,Male,6/11/2020,12/14/2020,1/12/2021,
000698,Fall 2022,Business Administration - MBA,Asian,Hispanic,Male,3/18/2021,9/22/2021,9/22/2021,6/21/2022
000699,Spring 2023,Technology Management - MS,Not Reported,Non-Hispanic,Male,7/6/2020,6/1/2022,6/1/2022,
000700,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Female,8/15/2018,4/8/2019,5/15/2019,
000701,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,2/6/2019,8/6/2020,,
000702,Fall 2022,Business - PHD,Black/African American,Non-Hispanic,Female,4/30/2021,1/5/2022,,
000703,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Male,11/28/2021,1/12/2022,,
000704,Spring 2021,Real Estate Development - MS,Not Reported,Non-Hispanic,Male,6/7/2020,9/8/2020,10/8/2020,10/26/2020
000705,Fall 2022,Accounting - MS,Not Reported,Non-Hispanic,Female,1/5/2022,1/12/2022,1/25/2022,1/27/2022
000706,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Male,1/16/2019,11/24/2020,11/24/2020,
000707,Fall 2021,Business Administration - MBA,Not Reported,Non-Hispanic,Male,4/1/2021,8/5/2021,,
000708,Fall 2021,Management - MS,White/Caucasian,Non-Hispanic,Male,10/29/2020,11/4/2020,12/4/2020,12/9/2020
000709,Fall 2022,Real Estate Development - MS,Black/African American,Non-Hispanic,Female,8/17/2021,6/17/2022,,
000710,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Female,4/7/2019,9/18/2019,9/18/2019,
000711,Fall 2022,Business Administration - MBA,Black/African American,Non-Hispanic,Female,1/20/2022,3/31/2022,4/7/2022,4/22/2022
000712,Fall 2022,Accounting - MS,Asian,Hispanic,Male,9/28/2021,1/12/2022,1/26/2022,1/27/2022
000713,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,9/20/2018,2/15/2021,2/22/2021,2/27/2021
000714,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Female,1/31/2019,2/10/2019,4/25/2019,
000715,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,10/17/2018,,,
000716,Fall 2022,Finance - MS,White/Caucasian,Non-Hispanic,Female,12/29/2021,5/6/2022,5/20/2022,
000717,Fall 2022,Business Administration - MBA,Two or More,Non-Hispanic,Female,8/16/2021,,,
000718,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,11/8/2019,2/7/2020,2/14/2020,2/23/2020
000719,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Female,12/11/2019,,,
000720,Fall 2022,Accounting - MS,White/Caucasian,Non-Hispanic,Male,12/11/2019,10/28/2021,,
000721,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,2/8/2020,2/20/2020,4/10/2020,4/21/2020
000722,Fall 2021,Real Estate Development - MS,Prefer to not respond,Non-Hispanic,Female,10/18/2020,2/4/2021,3/2/2021,
000723,Fall 2019,Accounting - MS,Asian,Non-Hispanic,Male,10/5/2018,12/3/2018,2/8/2019,
000724,Fall 2022,Business - PHD,White/Caucasian,Non-Hispanic,Female,1/15/2022,,,
000725,Fall 2019,Accounting - MS,Black/African American,Non-Hispanic,Male,11/13/2018,,,
000726,Fall 2021,Management - MS,Black/African American,Hispanic,Female,2/18/2021,4/16/2021,5/21/2021,
000727,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Male,11/5/2021,,,
000728,Fall 2019,Accounting - MS,White/Caucasian,Non-Hispanic,Male,7/18/2019,,,
000729,Fall 2020,Business Administration - MBA,White/Caucasian,Hispanic,Male,10/6/2018,8/10/2020,,
000730,Fall 2022,Finance - MS,Black/African American,Non-Hispanic,Female,6/27/2021,9/22/2021,9/22/2021,7/11/2022
000731,Spring 2021,Real Estate Development - MS,Not Reported,Non-Hispanic,Male,8/15/2018,8/21/2020,8/21/2020,11/12/2020
000732,Fall 2022,Management - MS,White/Caucasian,Non-Hispanic,Female,12/13/2021,3/25/2022,4/8/2022,
000733,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,8/15/2018,7/2/2020,7/17/2020,7/31/2020
000734,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,3/9/2020,5/5/2020,,
000735,Spring 2020,Technology Management - MS,White/Caucasian,Non-Hispanic,Male,9/24/2019,,,
000736,Fall 2019,Accounting - MS,Two or More,Non-Hispanic,Female,1/25/2019,4/5/2019,7/23/2019,
000737,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Male,10/15/2018,,,
000738,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Female,12/30/2019,1/30/2020,10/26/2020,2/14/2020
000739,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Male,1/24/2022,,,
000740,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,2/3/2020,3/26/2020,4/3/2020,4/7/2020
000741,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Male,3/8/2022,4/29/2022,5/7/2022,5/16/2022
000742,Fall 2020,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Male,3/13/2019,,,
000743,Fall 2020,Accounting - M.S.,Asian,Non-Hispanic,Female,3/28/2020,,,
000744,Fall 2020,Accounting - M.S.,Asian,Non-Hispanic,Male,5/23/2019,,,
000745,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,8/30/2018,11/15/2018,12/19/2018,2/28/2019
000746,Fall 2021,Accounting - MS,Asian,Non-Hispanic,Female,1/11/2019,9/21/2020,9/21/2020,8/5/2021
000747,Fall 2022,Business Administration - MBA,Two or More,Non-Hispanic,Female,1/10/2022,,,
000748,Fall 2020,Business Administration - MBA,Not Reported,Non-Hispanic,Male,4/18/2020,,,
000749,Fall 2020,Accounting - M.S.,Not Reported,Non-Hispanic,Male,2/4/2020,5/6/2020,6/23/2020,6/24/2020
000750,Fall 2022,Management - MS,Asian,Non-Hispanic,Male,9/19/2021,,,
000751,Fall 2020,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Female,4/6/2020,4/21/2020,4/24/2020,5/11/2020
000752,Fall 2019,Accounting - MS,Asian,Non-Hispanic,Male,3/30/2019,5/30/2019,6/7/2019,6/13/2019
000753,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,5/6/2021,7/13/2021,,
000754,Fall 2020,Real Estate Development - MS,Asian,Hispanic,Male,2/27/2020,3/2/2020,,
000755,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,10/23/2021,,,
000756,Fall 2021,Accounting - MS,Two or More,Non-Hispanic,Female,3/26/2021,5/20/2021,5/29/2021,5/29/2021
000757,Spring 2020,Technology Management - MS,Asian,Hispanic,Female,9/30/2019,10/8/2019,10/23/2019,12/10/2019
000758,Spring 2022,Technology Management - MS,White/Caucasian,Non-Hispanic,Female,3/3/2021,12/6/2021,12/11/2021,1/7/2022
000759,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,9/14/2019,9/21/2020,9/21/2020,
000760,Fall 2022,Accounting - MS,Black/African American,Hispanic,Female,7/13/2021,,,
000761,Fall 2019,Accounting - MS,White/Caucasian,Non-Hispanic,Female,10/16/2018,2/4/2019,4/18/2019,
000762,Spring 2022,Real Estate Development - MS,Black/African American,Non-Hispanic,Female,3/8/2021,12/17/2021,1/6/2022,1/7/2022
000763,Fall 2019,Management - MS,Asian,Non-Hispanic,Male,12/4/2018,2/24/2019,3/9/2019,7/13/2019
000764,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Prefer to not respond,12/23/2019,7/31/2020,8/7/2020,
000765,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Female,4/21/2021,,,
000766,Fall 2022,Business - PHD,Asian,Non-Hispanic,Male,12/30/2021,,,
000767,Fall 2020,Business Administration - MBA,Asian,Hispanic,Male,4/25/2020,5/29/2020,6/6/2020,
000768,Fall 2019,Accounting - MS,Two or More,Non-Hispanic,Male,1/7/2019,2/19/2019,3/8/2019,
000769,Fall 2022,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Female,4/12/2022,4/30/2022,5/8/2022,5/13/2022
000770,Fall 2020,Business Administration - MBA,White/Caucasian,Hispanic,Female,1/29/2020,,,
000771,Fall 2022,Finance - MS,Asian,Non-Hispanic,Male,11/8/2021,1/13/2022,1/19/2022,
000772,Fall 2022,Management - MS,Black/African American,Non-Hispanic,Male,5/27/2022,,,
000773,Fall 2021,Accounting - MS,Asian,Hispanic,Female,7/21/2020,9/21/2020,9/21/2020,
000774,Fall 2019,Accounting - MS,White/Caucasian,Non-Hispanic,Male,10/18/2018,12/11/2018,2/8/2019,3/18/2019
000775,Spring 2022,Technology Management - MS,White/Caucasian,Non-Hispanic,Male,2/10/2021,10/4/2021,,
000776,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Male,4/22/2019,6/28/2019,7/6/2019,7/10/2019
000777,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Female,1/1/2020,2/14/2020,2/19/2020,
000778,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Female,7/15/2021,5/2/2022,5/10/2022,7/14/2022
000779,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Male,7/13/2021,,,
000780,Fall 2019,Business Adminstration - MBA,White/Caucasian,Hispanic,Female,1/31/2019,4/19/2019,5/3/2019,5/21/2019
000781,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Female,1/26/2020,3/23/2020,3/27/2020,
000782,Fall 2020,Business Administration - MBA,Prefer to not respond,Hispanic,Female,2/9/2020,3/9/2020,3/13/2020,3/20/2020
000783,Sprng 2022,Real Estate Development - MS,Not Reported,Non-Hispanic,Female,9/20/2021,11/19/2021,12/1/2021,12/12/2021
000784,Fall 2019,Management - MS,Asian,Non-Hispanic,Male,5/29/2019,7/11/2019,7/16/2019,7/23/2019
000785,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Female,8/15/2018,3/26/2020,4/3/2020,4/4/2020
000786,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Female,3/29/2022,4/29/2022,5/13/2022,
000787,Fall 2022,Accounting - MS,White/Caucasian,Non-Hispanic,Female,9/23/2020,9/20/2021,9/20/2021,3/3/2021
000788,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Male,4/7/2019,6/4/2019,6/11/2019,
000789,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Female,1/17/2021,,,
000790,Fall 2021,Finance - MS,Asian,Non-Hispanic,Male,7/8/2021,8/6/2021,8/11/2021,8/18/2021
000791,Spring 2021,Technology Management - MS,Asian,Non-Hispanic,Male,4/10/2019,5/15/2020,6/9/2020,
000792,Fall 2022,Business Administration - MBA,Not Reported,Non-Hispanic,Female,5/23/2021,9/20/2021,9/20/2021,
000793,Fall 2021,Management - MS,Asian,Non-Hispanic,Female,10/18/2020,11/4/2020,12/2/2020,12/4/2020
000794,Spring 2022,Real Estate Development - MS,Asian,Non-Hispanic,Female,8/17/2021,,,
000795,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,11/17/2019,,,
000796,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Male,1/24/2021,5/12/2021,5/14/2021,
000797,Fall 2019,Management - MS,Prefer to not respond,Non-Hispanic,Male,2/22/2019,,,
000798,Fall 2022,Management - MS,Asian,Non-Hispanic,Male,1/26/2022,,,
000799,Fall 2020,Business Administration - MBA,White/Caucasian,Hispanic,Female,10/18/2019,,,
000800,Fall 2020,Management - MS,White/Caucasian,Non-Hispanic,Female,3/27/2020,,,
000801,Fall 2022,Technology Management - MS,Not Reported,Non-Hispanic,Male,3/1/2022,7/18/2022,7/22/2022,7/23/2022
000802,Fall 2022,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Female,12/2/2021,5/9/2022,5/17/2022,5/24/2022
000803,Fall 2022,Business - PHD,Asian,Non-Hispanic,Female,1/11/2022,1/26/2022,,
000804,Fall 2020,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Male,12/8/2018,2/6/2020,2/19/2020,2/24/2020
000805,Fall 2021,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Male,4/1/2021,,,
000806,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Prefer to not respond,4/27/2019,,,
000807,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Male,5/14/2019,,,
000808,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Male,2/3/2021,,,
000809,Fall 2022,Business - PHD,White/Caucasian,Non-Hispanic,Female,1/1/2022,,,
000810,Fall 2022,Business Administration - MBA,Black/African American,Non-Hispanic,Female,2/1/2022,,,
000811,Fall 2022,Business Administration - MBA,Black/African American,Hispanic,Female,2/23/2022,,,
000812,Fall 2021,Real Estate Development - MS,Not Reported,Non-Hispanic,Male,2/22/2020,,,
000813,Fall 2020,Technology Management - MS,Asian,Non-Hispanic,Female,5/26/2020,6/1/2020,7/10/2020,7/14/2020
000814,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,10/15/2018,6/17/2020,6/26/2020,7/1/2020
000815,Fall 2022,Accounting - MS,White/Caucasian,Non-Hispanic,Female,2/9/2022,5/10/2022,5/24/2022,6/3/2022
000816,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,11/27/2019,1/9/2020,,
000817,Fall 2020,Management - MS,Asian,Non-Hispanic,Female,2/3/2020,5/6/2020,5/26/2020,5/30/2020
000818,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,9/14/2019,10/11/2021,10/11/2021,
000819,Fall 2022,Business - PHD,Asian,Non-Hispanic,Male,12/29/2021,1/26/2022,,
000820,Spring 2020,Real Estate Development - MS,Not Reported,Non-Hispanic,Prefer to not respond,9/26/2019,10/29/2019,11/5/2019,11/7/2019
000821,Fall 2020,Accounting - M.S.,Black/African American,Non-Hispanic,Male,10/5/2018,7/23/2020,7/31/2020,7/31/2020
000822,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Female,8/7/2020,,,
000823,Fall 2022,Finance - MS,White/Caucasian,Non-Hispanic,Male,7/8/2021,9/22/2021,9/22/2021,
000824,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,11/12/2019,4/29/2020,5/8/2020,5/10/2020
000825,Fall 2020,Management - MS,Black/African American,Non-Hispanic,Male,4/13/2020,4/29/2020,5/15/2020,5/18/2020
000826,Fall 2020,Business Administration - MBA,Two or More,Non-Hispanic,Male,4/8/2020,4/29/2020,,
000827,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,3/31/2021,11/12/2021,11/19/2021,11/22/2021
000828,Fall 2021,Management - MS,White/Caucasian,Non-Hispanic,Male,7/31/2018,,,
000829,Fall 2020,Management - MS,White/Caucasian,Non-Hispanic,Male,1/25/2020,,,
000830,Fall 2022,Finance - MS,Prefer to not respond,Non-Hispanic,Male,3/8/2022,8/5/2022,8/10/2022,
000831,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Male,5/28/2019,,,
000832,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Female,1/22/2021,2/11/2021,2/19/2021,2/20/2021
000833,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Male,8/15/2018,6/25/2020,7/30/2020,
000834,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Female,10/15/2018,,,
000835,Fall 2020,Management - MS,Prefer to not respond,Non-Hispanic,Male,6/25/2020,,,
000836,Fall 2021,Management - MS,White/Caucasian,Non-Hispanic,Male,3/27/2021,,,
000837,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,12/30/2019,2/11/2020,2/19/2020,
000838,Spring 2022,Finance - MS,White/Caucasian,Non-Hispanic,Male,12/14/2021,2/1/2022,2/1/2022,
000839,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Male,4/10/2022,,,
000840,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Female,12/20/2018,2/21/2019,3/6/2019,3/12/2019
000841,Fall 2020,Management - MS,Asian,Non-Hispanic,Male,4/10/2019,,,
000842,Fall 2022,Accounting - MS,White/Caucasian,Non-Hispanic,Male,4/21/2021,,,
000843,Fall 2022,Business - PHD,Asian,Non-Hispanic,Female,2/25/2021,1/10/2022,,
000844,Fall 2022,Management - MS,White/Caucasian,Non-Hispanic,Female,2/19/2022,3/25/2022,,
000845,Fall 2021,Management - MS,White/Caucasian,Non-Hispanic,Female,5/1/2021,5/12/2021,5/29/2021,
000846,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Female,12/22/2020,1/8/2021,1/14/2021,
000847,Fall 2020,Business Administration - MBA,Not Reported,Non-Hispanic,Female,6/8/2020,6/17/2020,6/26/2020,6/26/2020
000848,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Male,3/21/2022,,,
000849,Fall 2022,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Male,12/28/2021,,,
000850,Fall 2021,Management - MS,Asian,Non-Hispanic,Female,3/30/2020,,,
000851,Fall 2021,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Male,12/18/2020,5/11/2021,5/18/2021,6/15/2021
000852,Fall 2021,Management - MS,Asian,Non-Hispanic,Female,5/27/2020,9/21/2020,9/21/2020,
000853,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Female,1/6/2021,,,
000854,Fall 2020,Management - MS,Asian,Non-Hispanic,Male,9/24/2019,6/16/2020,6/30/2020,7/6/2020
000855,Fall 2022,Accounting - MS,Asian,Non-Hispanic,Female,5/10/2022,7/19/2022,7/29/2022,7/31/2022
000856,Fall 2020,Management - MS,Asian,Non-Hispanic,Male,9/20/2019,2/24/2020,3/27/2020,4/18/2020
000857,Fall 2021,Management - MS,Not Reported,Non-Hispanic,Male,8/26/2019,4/15/2021,5/1/2021,5/18/2021
000858,Fall 2021,Real Estate Development - MS,Asian,Non-Hispanic,Male,1/14/2021,1/25/2021,2/19/2021,2/20/2021
000859,Spring 2020,Technology Management - MS,Asian,Non-Hispanic,Male,8/15/2018,,,
000860,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Male,10/25/2021,3/29/2022,4/12/2022,
000861,Spring 2020,Real Estate Development - MS,Asian,Non-Hispanic,Male,10/29/2019,,,
000862,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,11/4/2019,,,
000863,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Female,1/21/2021,3/15/2021,3/19/2021,6/8/2021
000864,Fall 2019,Accounting - MS,White/Caucasian,Non-Hispanic,Male,1/13/2019,,,
000865,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,12/14/2020,,,
000866,Fall 2021,Finance - MS,Asian,Non-Hispanic,Female,3/9/2021,5/21/2021,5/31/2021,8/16/2021
000867,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Female,8/15/2018,7/29/2022,7/29/2022,7/14/2022
000868,Fall 2020,Management - MS,Asian,Non-Hispanic,Male,7/10/2020,,,
000869,Fall 2021,Business Administration - MBA,Not Reported,Non-Hispanic,Female,1/9/2019,2/2/2021,2/9/2021,5/2/2021
000870,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Female,2/22/2021,,,
000871,Fall 2022,Real Estate Development - MS,Black/African American,Non-Hispanic,Female,12/30/2021,,,
000872,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,1/29/2021,2/12/2021,2/27/2021,
000873,Fall 2020,Accounting - M.S.,Asian,Non-Hispanic,Female,5/25/2020,6/12/2020,6/24/2020,8/11/2020
000874,Fall 2022,Accounting - MS,White/Caucasian,Non-Hispanic,Male,12/7/2021,12/9/2021,12/17/2021,1/6/2022
000875,Fall 2021,Business Administration - MBA,Not Reported,Non-Hispanic,Male,2/21/2020,5/12/2021,5/19/2021,6/6/2021
000876,Fall 2020,Management - MS,White/Caucasian,Non-Hispanic,Male,3/4/2020,4/21/2020,5/14/2020,
000877,Fall 2021,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Female,2/3/2021,2/25/2021,3/2/2021,5/20/2021
000878,Fall 2019,Accounting - MS,White/Caucasian,Non-Hispanic,Female,1/18/2019,4/22/2019,5/21/2019,
000879,Spring 2023,Technology Management - MS,Asian,Non-Hispanic,Female,7/19/2021,5/5/2022,5/5/2022,
000880,Fall 2019,Business Adminstration - MBA,Not Reported,Hispanic,Male,2/6/2019,8/8/2019,,
000881,Fall 2022,Real Estate Development - MS,Asian,Non-Hispanic,Female,1/28/2022,2/28/2022,3/7/2022,
000882,Spring 2020,Real Estate Development - MS,Asian,Hispanic,Male,11/3/2019,11/18/2019,11/23/2019,12/10/2019
000883,Spring 2022,Real Estate Development - MS,Black/African American,Non-Hispanic,Male,10/28/2021,11/30/2021,12/2/2021,12/3/2021
000884,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,10/16/2019,4/13/2020,4/17/2020,5/20/2020
000885,Fall 2022,Management - MS,Asian,Non-Hispanic,Male,7/15/2021,,,
000886,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,9/8/2020,10/28/2020,11/6/2020,
000887,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Female,5/6/2020,6/3/2020,6/12/2020,6/16/2020
000888,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Female,2/12/2020,3/6/2020,4/7/2020,
000889,Spring 2023,Technology Management - MS,Black/African American,Non-Hispanic,Female,4/22/2019,5/25/2022,5/25/2022,
000890,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Female,4/6/2021,5/6/2021,5/13/2021,
